kind	sourceUrl	sourceName	tier	score	note
comic	https://api.dragonlongzhu.cn	抖音漫画	3	3300	builtin-media-source-legado:media-sources.json
comic	https://www.fengchemh.com	风车漫画	3	3300	builtin-media-source-legado:media-sources.json
comic	https://cloudflare.fw-91mh-912023.xyz	九妖漫画👙	3	3300	builtin-media-source-legado:media-sources.json
comic	https://www.manhuadb.com#♤Haxc	漫画大全	3	3300	builtin-media-source-legado:media-sources.json
comic	https://www.mhgui.com	漫画柜吧	3	3300	builtin-media-source-legado:media-sources.json
comic	https://www.tuku.cc/	图库漫画	3	3300	builtin-media-source-legado:media-sources.json
comic	https://www.tuzac.com/	图宅网-夜明空	3	3300	builtin-media-source-legado:media-sources.json
comic	https://www.zerobyw.com	🎨ZERO搬运网💓	3	3100	builtin-media-source-legado:media-sources.json
comic	https://www.62yu.com/	✈️言耽社-夜明空	3	2850	builtin-media-source-legado:media-sources.json
comic	http://m.damotu.com	🗒 大魔兔网	3	2850	builtin-media-source-legado:media-sources.json
comic	https://huaban.com	花瓣插画（发现）	3	2850	builtin-media-source-legado:media-sources.json
comic	https://so.ihuaben.com	话本小说	3	2850	builtin-media-source-legado:media-sources.json
comic	https://jymh08.cc/	九妖漫画实验版	3	2850	builtin-media-source-legado:media-sources.json
